lodindex	lodcolumn	chr	pos	lod	ci_lo	ci_hi
4	Cobalt_Chloride.2mM.2	chrXII	0.745609	26.00541038611	0.743204	0.747358
4	Cobalt_Chloride.2mM.2	chrXII	0.877787	5.16209591251433	0.853103	0.972987
4	Cobalt_Chloride.2mM.2	chrXV	0.186481	8.98672574012398	0.154614	0.189231
4	Cobalt_Chloride.2mM.2	chrXV	0.559465	4.256868862209	0.546237	0.604413
5	Congo_Red.75ug.mL.3	chrXIV	0.473303	53.684112138903	0.466103	0.476709
5	Congo_Red.75ug.mL.3	chrXIV	0.541746	10.3273512524131	0.541168	0.545945
5	Congo_Red.75ug.mL.3	chrXV	0.17162375	15.4163716041073	0.151709	0.185252
5	Congo_Red.75ug.mL.3	chrXV	0.559714	21.1011818544412	0.557623	0.568141
6	Copper_Sulfate..1	chrV	0.189599	5.43802215373174	0.183957	0.208304
6	Copper_Sulfate..1	chrVII	0.126593	6.69605407932089	0.093397	0.140631
6	Copper_Sulfate..1	chrXII	0.675042	10.3727655523403	0.64578	0.680926
6	Copper_Sulfate..1	chrXII	0.954897	5.9018214781856	0.947537	0.972987
6	Copper_Sulfate..1	chrXIV	0.473303	28.299543116757	0.466103	0.476709
6	Copper_Sulfate..1	chrXIV	0.487935	27.192402349404	0.485549	0.492375
6	Copper_Sulfate..1	chrXV	0.037274	8.57530797752461	0.011313	0.043351
6	Copper_Sulfate..1	chrXV	0.103443	18.9755199460809	0.095393	0.108245
6	Copper_Sulfate..1	chrXV	0.154898	35.7823105483307	0.152424	0.155779
6	Copper_Sulfate..1	chrXV	0.1670782	32.003348530927	0.162766	0.172468
6	Copper_Sulfate..1	chrXVI	0.520404	4.27504598925903	0.491959	0.574886
7	Diamide.1.5mM.3	chrVIII	0.098248	4.95938072000775	0.072697	0.121315
7	Diamide.1.5mM.3	chrXII	0.706756	5.08200554014955	0.625064	0.955168
7	Diamide.1.5mM.3	chrXIV	0.472575	48.6162530113043	0.466103	0.476709
7	Diamide.1.5mM.3	chrXV	0.039574	6.11582873706561	0.034341	0.045897
7	Diamide.1.5mM.3	chrXV	0.10172075	15.2271178243371	0.091507	0.109765
7	Diamide.1.5mM.3	chrXV	0.158754	22.2486439499628	0.144008	0.159655
7	Diamide.1.5mM.3	chrXV	0.17162375	21.717155166281	0.160743	0.185252
7	Diamide.1.5mM.3	chrXV	0.605112	6.0078108585956	0.554076	0.621951
8	EGTA.5mM.3	chrI	0.192618	4.76560563852485	0.190933	0.207132
8	EGTA.5mM.3	chrIV	1.458101	5.17510907723522	1.432812	1.476502
8	EGTA.5mM.3	chrVII	0.113828	6.90374791314378	0.066712	0.195492
8	EGTA.5mM.3	chrVII	0.369167	10.443327233299	0.354432	0.372094
8	EGTA.5mM.3	chrVII	0.420882	6.09992792496448	0.400713	0.427479
8	EGTA.5mM.3	chrX	0.644097	4.17251956552894	0.579671	0.663968
8	EGTA.5mM.3	chrXII	0.563747	9.2992198020055	0.533801	0.570428
8	EGTA.5mM.3	chrXII	0.648649	37.7066347863536	0.64578	0.674046
8	EGTA.5mM.3	chrXII	0.677323	33.1215624562086	0.675961	0.680926
8	EGTA.5mM.3	chrXII	0.730778	19.386006809863	0.728268	0.736154
8	EGTA.5mM.3	chrXII	1.03009	5.07538185927934	1.015108	1.058607
8	EGTA.5mM.3	chrXIV	0.470301	10.184616939171	0.464233	0.473648
9	EtOH..1	chrXII	0.706756	8.27175835120534	0.701265	0.744885
9	EtOH..1	chrXIV	0.461863	75.700957480969	0.458514	0.463554
9	EtOH..1	chrXIV	0.467028	83.5830757861555	0.466103	0.47044
9	EtOH..1	chrXV	0.1643134	42.6511704039086	0.162766	0.17334
9	EtOH..1	chrXV	0.315509	12.4253926262004	0.303991	0.328791
9	EtOH..1	chrXV	0.374654857142857	14.3924091117521	0.364509	0.407036
10	EtOH_Glucose..1	chrV	0.189599	5.14181453716757	0.132767	0.203211
10	EtOH_Glucose..1	chrVII	0.126593	4.31326656337326	0.093397	0.227872
10	EtOH_Glucose..1	chrXII	0.674737	8.91982741764951	0.625064	0.678751
10	EtOH_Glucose..1	chrXII	0.703407	9.02434654232313	0.681851	0.711312
10	EtOH_Glucose..1	chrXII	0.953605	4.8938109403477	0.949489	0.968703
10	EtOH_Glucose..1	chrXIV	0.470301	36.0006223182714	0.466103	0.476709
10	EtOH_Glucose..1	chrXV	0.154898	16.203897394332	0.148362	0.159655
10	EtOH_Glucose..1	chrXV	0.17162375	16.9920097925254	0.162766	0.184291
10	EtOH_Glucose..1	chrXV	0.559714	6.71368584300199	0.554076	0.605911
11	Fluconazole.100uM.2	chrI	0.19326	9.53926092211108	0.190933	0.193984
11	Fluconazole.100uM.2	chrIV	1.022417	5.14835492020357	0.998628	1.036179
11	Fluconazole.100uM.2	chrVIII	0.096126	14.1161511638277	0.082753	0.097362
11	Fluconazole.100uM.2	chrVIII	0.121315	19.8229337228559	0.114567	0.124092
11	Fluconazole.100uM.2	chrXII	0.657602	69.7833309488343	0.649258	0.65935
12	Formamide.2..2	chrVIII	0.121315	8.9084792970078	0.070663	0.137643
12	Formamide.2..2	chrXIII	0.023864	5.69239785205112	0.018907	0.039858
12	Formamide.2..2	chrXV	0.136016	15.0158502145099	0.112082	0.137115
12	Formamide.2..2	chrXV	0.160403	22.2980551331259	0.159092	0.167344
13	Fructose..1	chrV	0.189599	4.62944551349554	0.164516	0.196983
13	Fructose..1	chrVII	0.126593	4.32679572818101	0.093397	0.206617
13	Fructose..1	chrXII	0.626422	5.50554913283341	0.62383	0.71204
13	Fructose..1	chrXII	0.954897	4.83369166785971	0.949489	0.981461
13	Fructose..1	chrXIV	0.377351	7.99377145989979	0.364156	0.381889
13	Fructose..1	chrXIV	0.473303	24.5642547781925	0.468488	0.476709
13	Fructose..1	chrXIV	0.486859	22.2451446379001	0.481896	0.487818
13	Fructose..1	chrXV	0.039805	6.30573997873852	0.011313	0.042529
13	Fructose..1	chrXV	0.156337	25.5338284816434	0.150111	0.158905
13	Fructose..1	chrXV	0.17162375	27.0474759375318	0.163253	0.17334
13	Fructose..1	chrXV	0.559477	7.94741476135802	0.554076	0.571939
14	Galactose..1	chrXII	0.706756	5.16994110825402	0.625064	0.718821
14	Galactose..1	chrXIV	0.373134	4.63096003170676	0.357012	0.39059
14	Galactose..1	chrXIV	0.473303	33.2624064536588	0.466103	0.476709
14	Galactose..1	chrXV	0.104098	10.6937807858185	0.09481	0.109676
14	Galactose..1	chrXV	0.1670782	23.1767357087951	0.150111	0.172468
15	Glycerol..1	chrV	0.192377	4.04850740648437	0.13154	0.198669
15	Glycerol..1	chrVIII	0.036243	11.0182140465535	0.030659	0.050351
15	Glycerol..1	chrXII	0.674737	11.7886659875117	0.660622	0.677675
15	Glycerol..1	chrXII	0.707238	13.2707961185819	0.681146	0.714302
15	Glycerol..1	chrXII	0.743763	11.3013550922958	0.726848	0.767243
15	Glycerol..1	chrXII	0.954827	5.04471619799279	0.949489	0.955729
15	Glycerol..1	chrXIII	0.026529	4.52928209719735	0.018907	0.391763
15	Glycerol..1	chrXIV	0.467028	19.2865537278875	0.465187	0.473368
15	Glycerol..1	chrXV	0.170746	34.4082272281308	0.163567	0.185473
15	Glycerol..1	chrXV	0.403351	10.6488108454883	0.343921	0.41847
15	Glycerol..1	chrXVI	0.450675	4.8670366995754	0.430826	0.465889
15	Glycerol..1	chrXVI	0.502697	4.77631181763967	0.467571	0.525073
16	Lactate..1	chrI	0.039795	4.34366065665945	0.000693	0.052603
16	Lactate..1	chrXII	0.707238	11.7135676699977	0.705221	0.718896
16	Lactate..1	chrXII	0.763199	14.1877605699759	0.743204	0.768577
16	Lactate..1	chrXII	0.953605	4.33542673359703	0.917305	0.972987
16	Lactate..1	chrXIV	0.467028	29.3935536988369	0.465187	0.473368
16	Lactate..1	chrXV	0.043312	7.38220200535269	0.038224	0.046201
16	Lactate..1	chrXV	0.158453	53.4435844917977	0.154614	0.160139
16	Lactate..1	chrXV	0.170944	58.1667968635093	0.163567	0.17334
16	Lactate..1	chrXV	0.389141	23.8424471900394	0.370433	0.391682
17	Lithium_Chloride.100mM.2	chrIV	0.530731	113.140741145687	0.525682	0.534616
17	Lithium_Chloride.100mM.2	chrIV	0.549071	105.170719536921	0.547792	0.550807
17	Lithium_Chloride.100mM.2	chrVII	0.461612	4.58816394688517	0.167583	0.478308
17	Lithium_Chloride.100mM.2	chrVIII	0.025432	5.22850458158584	0.013277	0.046562
17	Lithium_Chloride.100mM.2	chrIX	0.103927	13.0372633638951	0.09773	0.129784
17	Lithium_Chloride.100mM.2	chrIX	0.14176	12.0197981098406	0.135454	0.148596
17	Lithium_Chloride.100mM.2	chrXI	0.630667	6.30278213474999	0.604816	0.638131
17	Lithium_Chloride.100mM.2	chrXII	0.627274	8.10098733183537	0.608472	0.65935
17	Lithium_Chloride.100mM.2	chrXIII	0.085889	8.45971503466492	0.061486	0.148721
17	Lithium_Chloride.100mM.2	chrXIII	0.715145	4.52124179875757	0.590865	0.72372
17	Lithium_Chloride.100mM.2	chrXV	0.150111	15.6537004731242	0.145551	0.158074
18	Magnesium_Chloride..1	chrI	0.039901	4.48236756145851	0.000693	0.058073
18	Magnesium_Chloride..1	chrV	0.189599	6.87849980367743	0.187838	0.206666
18	Magnesium_Chloride..1	chrVII	0.126593	4.77483064554409	0.07141	0.195492
18	Magnesium_Chloride..1	chrXII	0.706756	4.22845960812273	0.625064	0.718821
18	Magnesium_Chloride..1	chrXII	0.953605	4.27232374887312	0.949489	0.968703
18	Magnesium_Chloride..1	chrXIV	0.470301	42.6128852006137	0.466103	0.473648
18	Magnesium_Chloride..1	chrXIV	0.486859	36.7668632217762	0.481896	0.488598
18	Magnesium_Chloride..1	chrXV	0.039805	7.54758889500815	0.011313	0.044065
18	Magnesium_Chloride..1	chrXV	0.156337	34.3307665456928	0.150111	0.159655
18	Magnesium_Chloride..1	chrXV	0.164128	35.4893976612439	0.162766	0.172468
19	Maltose..1	chrVII	1.07587991935484	81.2897568598493	1.066596	1.083575
19	Maltose..1	chrXI	0.590994	16.757331057478	0.581277	0.597399
19	Maltose..1	chrXI	0.658790826086956	32.8393381259726	0.639414	0.666499
19	Maltose..1	chrXIV	0.373628	5.5046032113912	0.357348	0.379436
19	Maltose..1	chrXIV	0.486859	4.6836165063773	0.468488	0.492375
19	Maltose..1	chrXV	0.166007	8.67965046129312	0.157219	0.185252
20	Manganese_Sulfate..1	chrVII	0.074964	13.2608791444377	0.060729	0.079268
20	Manganese_Sulfate..1	chrVII	0.188702	81.5700324951914	0.184572	0.190333
20	Manganese_Sulfate..1	chrVII	0.197465	66.43709046398	0.196947	0.198274
20	Manganese_Sulfate..1	chrVII	0.204665	62.3705626404407	0.200448	0.206341
20	Manganese_Sulfate..1	chrVII	0.21055	59.1793556551036	0.209066	0.212128
20	Manganese_Sulfate..1	chrVII	0.237753	31.4643769003643	0.234702	0.247666
20	Manganese_Sulfate..1	chrVII	0.827191	7.61660516502459	0.810028	0.834852
20	Manganese_Sulfate..1	chrXII	0.646385	6.83894693284005	0.621672	0.675924
20	Manganese_Sulfate..1	chrXIII	0.025025	5.75016562839913	0.018907	0.041051
20	Manganese_Sulfate..1	chrXIV	0.410941	6.40091586823881	0.377751	0.433148
20	Manganese_Sulfate..1	chrXIV	0.486859	5.0438855455601	0.470844	0.488598
20	Manganese_Sulfate..1	chrXV	0.054952	14.0459562884529	0.053391	0.05607
20	Manganese_Sulfate..1	chrXV	0.148704	34.2928351200471	0.144008	0.151251
20	Manganese_Sulfate..1	chrXV	0.156337	34.3743534435002	0.151709	0.158905
20	Manganese_Sulfate..1	chrXV	0.182374	28.3572017616284	0.160213	0.185252
21	Mannose..1	chrI	0.036524	5.45444046644142	0.000693	0.055145
21	Mannose..1	chrV	0.189599	5.40844918852397	0.16667	0.196983
21	Mannose..1	chrVII	0.126593	4.43027468520987	0.078029	0.208469
21	Mannose..1	chrXII	0.706906	5.01140580344123	0.62383	0.714546
21	Mannose..1	chrXII	0.953605	5.39532839587225	0.949489	0.955729
21	Mannose..1	chrXIV	0.373134	5.59925011244356	0.358643	0.381889
21	Mannose..1	chrXIV	0.473303	15.176324153012	0.466103	0.476709
21	Mannose..1	chrXIV	0.486859	14.5704066587233	0.480472	0.492375
21	Mannose..1	chrXV	0.039574	7.41863496676886	0.011313	0.042529
21	Mannose..1	chrXV	0.104098	20.3042726977331	0.098162	0.108245
21	Mannose..1	chrXV	0.156337	40.025150119353	0.150111	0.158905
21	Mannose..1	chrXV	0.1670782	41.7807815177943	0.162766	0.172468
22	Methotrexate.0.4mM.2	chrVIII	0.108389666666667	5.80838247216289	0.095661	0.121315
22	Methotrexate.0.4mM.2	chrX	0.66077	4.24768920872645	0.362316	0.664824
22	Methotrexate.0.4mM.2	chrXIII	0.050109	18.3535923364457	0.046087	0.070163
22	Methotrexate.0.4mM.2	chrXIII	0.105255	14.9612354303431	0.103361	0.109584
22	Methotrexate.0.4mM.2	chrXIV	0.463554	18.363301418049	0.449735	0.469224
22	Methotrexate.0.4mM.2	chrXV	0.485588	14.7939360968274	0.484011	0.490882
22	Methotrexate.0.4mM.2	chrXV	0.509804	14.7146029475481	0.506209	0.512566
22	Methotrexate.0.4mM.2	chrXV	0.562082	23.7559343648593	0.558953	0.56582
22	Methotrexate.0.4mM.2	chrXV	0.589882	27.381227557404	0.587565	0.592238
22	Methotrexate.0.4mM.2	chrXV	0.602839666666667	27.5822467151286	0.594953	0.604757
22	Methotrexate.0.4mM.2	chrXV	0.61143	29.2610747449289	0.607837	0.627894
22	Methotrexate.0.4mM.2	chrXV	0.635682	29.5721858358791	0.629011	0.645672
23	Neomycin.5mg.mL.2	chrI	0.1935	11.4665556077479	0.192693	0.195677
23	Neomycin.5mg.mL.2	chrIV	0.750778	4.48127226384253	0.344004	0.849796
23	Neomycin.5mg.mL.2	chrIV	0.86455	4.84834065936495	0.851282	0.884761
23	Neomycin.5mg.mL.2	chrVI	0.115151	4.84489109551086	0.111687	0.156651
23	Neomycin.5mg.mL.2	chrVII	0.561446833333333	5.35797530178447	0.459164	0.57784
23	Neomycin.5mg.mL.2	chrX	0.138281	5.90514795212723	0.129357	0.148061
23	Neomycin.5mg.mL.2	chrXI	0.067862	5.11479496229906	0.03379	0.094945
23	Neomycin.5mg.mL.2	chrXII	0.649258	12.1930480999422	0.629974	0.676609
23	Neomycin.5mg.mL.2	chrXII	0.705221	9.99227158701142	0.684653	0.706112
23	Neomycin.5mg.mL.2	chrXIII	0.245459	57.0886337278885	0.24452	0.245959
23	Neomycin.5mg.mL.2	chrXIII	0.253274	61.5475664878149	0.249476	0.254293
23	Neomycin.5mg.mL.2	chrXIII	0.262219	61.6057236335305	0.255043	0.281241
23	Neomycin.5mg.mL.2	chrXIV	0.372259	5.06284445896424	0.367843	0.392559
24	Paraquat.0.75mM.3	chrI	0.059659	7.62830212635895	0.036524	0.068621
24	Paraquat.0.75mM.3	chrII	0.734445	4.01620706638645	0.664354	0.737571
24	Paraquat.0.75mM.3	chrIV	1.229224	17.1344365470143	1.217031	1.235338
24	Paraquat.0.75mM.3	chrX	0.663083	5.78270435814389	0.660786	0.684758
24	Paraquat.0.75mM.3	chrXII	0.151308	4.25486889594542	0.109577	0.258652
24	Paraquat.0.75mM.3	chrXII	0.570032	29.4916069031939	0.568917	0.572946
24	Paraquat.0.75mM.3	chrXIII	0.048814	11.9521373344077	0.044394	0.067415
24	Paraquat.0.75mM.3	chrXIII	0.074346	12.2344156876087	0.069113	0.086512
24	Paraquat.0.75mM.3	chrXIII	0.88024	4.83221482654027	0.864754	0.924178
24	Paraquat.0.75mM.3	chrXIV	0.47337	34.9459555803003	0.467219	0.478701
24	Paraquat.0.75mM.3	chrXIV	0.501338	33.8268269427713	0.488598	0.50352
24	Paraquat.0.75mM.3	chrXV	0.46043	4.27261119735406	0.455342	0.473069
25	Raffinose..1	chrV	0.189599	5.21358290904039	0.13154	0.214406
25	Raffinose..1	chrXII	0.626422	9.8246486039342	0.625064	0.711837
25	Raffinose..1	chrXIII	0.040406	6.92562707843795	0.025638	0.043096
25	Raffinose..1	chrXIII	0.124455	4.27533194717848	0.089247	0.142984
25	Raffinose..1	chrXIV	0.470301	45.4954897705758	0.466103	0.473368
25	Raffinose..1	chrXIV	0.544744	10.134778920686	0.541168	0.550908
25	Raffinose..1	chrXV	0.039574	6.20952049529619	0.036091	0.046201
25	Raffinose..1	chrXV	0.106156	21.2608582771807	0.09481	0.108945
25	Raffinose..1	chrXV	0.154898	40.5631037434777	0.149046	0.159827
25	Raffinose..1	chrXV	0.1670782	42.2079936015317	0.162766	0.167627
26	SDS.0.075..3	chrIII	0.191932	4.97821109673664	0.185117	0.207086
26	SDS.0.075..3	chrVII	0.05274	4.46507528416165	0.037288	0.074942
26	SDS.0.075..3	chrVII	0.17559	6.51372868917396	0.16578	0.19969
26	SDS.0.075..3	chrVII	0.256952	4.00594766105705	0.236277	0.274142
26	SDS.0.075..3	chrIX	0.214643	4.38339878122403	0.088448	0.250317
26	SDS.0.075..3	chrXIII	0.025294	91.010002411366	0.024565	0.026333
26	SDS.0.075..3	chrXIII	0.047637	56.2872680923251	0.046758	0.051358
26	SDS.0.075..3	chrXIII	0.073993	45.089694623793	0.071397	0.076087
26	SDS.0.075..3	chrXIII	0.106249	26.0206774960146	0.103361	0.117294
26	SDS.0.075..3	chrXIII	0.799197	4.22687780462095	0.781016	0.824397
26	SDS.0.075..3	chrXV	0.836272	7.66488268520879	0.8024	0.847382
27	Sorbitol.1.5M.2	chrIX	0.135647	14.4608174292872	0.098955	0.142906
27	Sorbitol.1.5M.2	chrIX	0.200213	6.68855344975677	0.180412	0.255654
27	Sorbitol.1.5M.2	chrXII	0.763502	5.65694386459485	0.657602	0.777177
27	Sorbitol.1.5M.2	chrXII	0.782204	5.56770560189801	0.778284	0.818697
27	Sorbitol.1.5M.2	chrXII	0.928276	5.41159370564912	0.887672	0.9757
27	Sorbitol.1.5M.2	chrXIV	0.427278	5.90212051958471	0.366593	0.50352
27	Sorbitol.1.5M.2	chrXV	0.152922	55.7265114084627	0.152141	0.15865
27	Sorbitol.1.5M.2	chrXV	0.181326	53.5059909316127	0.163945	0.185252
27	Sorbitol.1.5M.2	chrXV	0.558913	15.7141980289454	0.546237	0.571939
27	Sorbitol.1.5M.2	chrXVI	0.0168146571428571	5.60994767640145	0.006685	0.035528
28	Sucrose..1	chrIX	0.0236616470588235	12.6515916940613	0.008199	0.033147
28	Sucrose..1	chrIX	0.03764	13.8079002220385	0.03387	0.042679
28	Sucrose..1	chrXII	0.626422	4.08744262035558	0.62383	0.718821
28	Sucrose..1	chrXIII	0.052482	4.16342215555438	0.018907	0.140131
28	Sucrose..1	chrXIV	0.377351	11.0831660757556	0.364156	0.381889
28	Sucrose..1	chrXIV	0.473303	25.7371489856933	0.466103	0.478701
28	Sucrose..1	chrXV	0.03658875	6.04209162521359	0.011313	0.042832
28	Sucrose..1	chrXV	0.154799	10.2309415849347	0.147203	0.185252
28	Sucrose..1	chrXV	0.559768	15.784762336376	0.558497	0.569671
29	Trehalose..1	chrIX	0.16017	4.7817123849471	0.143302	0.161738
29	Trehalose..1	chrXII	0.674737	9.22896935007875	0.660916	0.676885
29	Trehalose..1	chrXII	0.69216	10.1307600644843	0.681851	0.712581
29	Trehalose..1	chrXII	0.744416	7.71518515545595	0.726848	0.767243
29	Trehalose..1	chrXIV	0.314885	4.32883916431779	0.296394	0.330944
29	Trehalose..1	chrXIV	0.467028	51.1048145308427	0.466103	0.473368
29	Trehalose..1	chrXV	0.154799	32.1367881457467	0.151709	0.159655
29	Trehalose..1	chrXV	0.1715186	33.8991186070898	0.162766	0.185252
29	Trehalose..1	chrXV	0.371543	13.7031931402753	0.363553	0.40849
30	Tunicamycin.3uM.3	chrI	0.083284	4.26869915405256	0.074572	0.113207
30	Tunicamycin.3uM.3	chrI	0.190132	6.01866058219021	0.180013	0.194626
30	Tunicamycin.3uM.3	chrII	0.0265	4.59867603674573	0.010621	0.047104
30	Tunicamycin.3uM.3	chrII	0.247813	7.69093349483654	0.21736	0.265775
30	Tunicamycin.3uM.3	chrIV	0.130869	5.347763371828	0.129666	0.134327
30	Tunicamycin.3uM.3	chrIV	0.160731	7.11727880218512	0.15919	0.163737
30	Tunicamycin.3uM.3	chrIV	0.220373	11.0190330156499	0.201643	0.237897
30	Tunicamycin.3uM.3	chrIV	0.330288	4.46534269217375	0.309716	0.833173
30	Tunicamycin.3uM.3	chrIV	1.375261	12.9221811520341	1.338585	1.385147
30	Tunicamycin.3uM.3	chrVII	0.848849	4.17617288971683	0.483466	0.97029
30	Tunicamycin.3uM.3	chrX	0.087124	10.2814396695464	0.080826	0.130174
30	Tunicamycin.3uM.3	chrX	0.649219	8.85447086972404	0.640502	0.662146
30	Tunicamycin.3uM.3	chrXI	0.221858	5.14728155831326	0.208258	0.227625
30	Tunicamycin.3uM.3	chrXIII	0.027274	11.232797306297	0.018907	0.04195
30	Tunicamycin.3uM.3	chrXIII	0.413778	4.60955524745219	0.398538	0.506583
30	Tunicamycin.3uM.3	chrXIII	0.721591	4.30456677318497	0.670426	0.775628
30	Tunicamycin.3uM.3	chrXIV	0.484904	7.63653785529843	0.468488	0.492375
30	Tunicamycin.3uM.3	chrXIV	0.544744	5.43982786844812	0.533533	0.589484
30	Tunicamycin.3uM.3	chrXIV	0.695952	8.98252274248597	0.691295	0.703883
30	Tunicamycin.3uM.3	chrXVI	0.205023	4.94134724421068	0.17759	0.280623
31	Xylose..1	chrV	0.190283	5.02275361524696	0.16001	0.198538
31	Xylose..1	chrIX	0.16017	5.12211775000203	0.143302	0.161738
31	Xylose..1	chrXII	0.674737	12.1860782165198	0.660916	0.675924
31	Xylose..1	chrXII	0.707305	12.6224193178634	0.682248	0.714302
31	Xylose..1	chrXIV	0.314885	4.16563453040576	0.196374	0.330713
31	Xylose..1	chrXIV	0.47033	39.5585300812769	0.466103	0.473648
31	Xylose..1	chrXV	0.104098	18.655004947538	0.096254	0.108245
31	Xylose..1	chrXV	0.154898	30.9026656254252	0.152424	0.159655
31	Xylose..1	chrXV	0.164219166666667	31.717048427732	0.162766	0.174675
31	Xylose..1	chrXV	0.371543	13.7927168146703	0.363553	0.393076
31	Xylose..1	chrXV	0.403639	13.5080484336579	0.39343	0.412174
31	Xylose..1	chrXVI	0.499073	4.98139217922905	0.432881	0.520764
32	YNB..1	chrV	0.189613	7.11569564086339	0.181705	0.193525
32	YNB..1	chrXIV	0.376435	5.18814229101385	0.357012	0.385702
32	YNB..1	chrXIV	0.470301	16.6944550433676	0.465187	0.478701
32	YNB..1	chrXV	0.165923	13.6499197385664	0.150111	0.189231
33	YNB.ph3.1	chrXII	0.665345	9.08812478792976	0.621672	0.677675
33	YNB.ph3.1	chrXIII	0.04195	8.19567741391166	0.023864	0.043096
33	YNB.ph3.1	chrXIV	0.197764	16.2922981438707	0.196374	0.201973
33	YNB.ph3.1	chrXIV	0.261149	10.3905099876594	0.254148	0.287504
33	YNB.ph3.1	chrXIV	0.33179	18.4435996523158	0.314885	0.336941
33	YNB.ph3.1	chrXIV	0.346115	18.8415348982923	0.341764	0.347475
33	YNB.ph3.1	chrXIV	0.389873	34.6053610083218	0.373134	0.392559
33	YNB.ph3.1	chrXIV	0.402781	34.3777553768196	0.400712	0.410737
33	YNB.ph3.1	chrXIV	0.445766	31.6751351450083	0.418803	0.466588
34	YNB.ph8.1	chrXII	0.570428	5.1740650067445	0.560601	0.57495
34	YNB.ph8.1	chrXIV	0.171097	5.19304521628199	0.16929	0.287504
34	YNB.ph8.1	chrXIV	0.391829	18.294929580546	0.381889	0.405841
34	YNB.ph8.1	chrXIV	0.689954	36.8068550894863	0.68931	0.691115
35	YPD..1	chrV	0.189599	5.96903080884268	0.16667	0.196271
35	YPD..1	chrIX	0.0376676666666667	4.97687872237044	0.008199	0.046556
35	YPD..1	chrXII	0.706756	4.55361499861284	0.625064	0.721788
35	YPD..1	chrXII	0.953605	4.82087312837272	0.949489	0.968703
35	YPD..1	chrXIV	0.377031	20.4759298684916	0.372376	0.379436
35	YPD..1	chrXIV	0.473303	13.5187899814104	0.466103	0.478701
35	YPD..1	chrXIV	0.486859	13.3632810346851	0.480472	0.492375
35	YPD..1	chrXV	0.03658875	4.20035262917159	0.011313	0.043549
35	YPD..1	chrXV	0.1670782	16.4450651290204	0.150111	0.173814
35	YPD..1	chrXV	0.567367	5.62551321068815	0.554076	0.605911
36	YPD.15.1	chrVII	0.080875	4.60800858863048	0.052959	0.357841
36	YPD.15.1	chrXII	0.625055	4.11654796780652	0.611179	0.684641
36	YPD.15.1	chrXII	0.707305	4.47170301086189	0.700111	0.723739
36	YPD.15.1	chrXIII	0.025025	82.1939712313766	0.024565	0.025638
36	YPD.15.1	chrXIV	0.471767	13.5176690473316	0.449735	0.48725
